,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
4893,アウトサイダー,2019-09-04 16:23,SymaG,アウトサイダー,204333,2019-09-04 16:23:00,0.526,0.885,6,-2.189,0,0.0654,0.017,0.0,0.146,0.848,171.927,audio_features,4cecxfR44krxQZ527CVGJ1,spotify:track:4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/tracks/4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/audio-analysis/4cecxfR44krxQZ527CVGJ1,207647,4
4894,アウトサイダー,2019-09-04 17:59,SymaG,アウトサイダー,187500,2019-09-04 17:59:00,0.526,0.885,6,-2.189,0,0.0654,0.017,0.0,0.146,0.848,171.927,audio_features,4cecxfR44krxQZ527CVGJ1,spotify:track:4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/tracks/4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/audio-analysis/4cecxfR44krxQZ527CVGJ1,207647,4
4895,Something in Your Mouth,2019-09-04 18:02,Nickelback,Something in Your Mouth,219253,2019-09-04 18:02:00,0.663,0.977,0,-3.024,1,0.0575,0.00137,1.77e-05,0.173,0.746,129.975,audio_features,6wO0vMRAJB0r1lEWBJZNOq,spotify:track:6wO0vMRAJB0r1lEWBJZNOq,https://api.spotify.com/v1/tracks/6wO0vMRAJB0r1lEWBJZNOq,https://api.spotify.com/v1/audio-analysis/6wO0vMRAJB0r1lEWBJZNOq,219253,4
4896,Peace Sign,2019-09-04 18:06,Kenshi Yonezu,Peace Sign,238533,2019-09-04 18:06:00,0.593,0.935,10,-3.853,0,0.0684,0.00221,0.0,0.315,0.618,100.003,audio_features,5aHfGUxRec6c41luxkDqhX,spotify:track:5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/tracks/5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/audio-analysis/5aHfGUxRec6c41luxkDqhX,238533,4
4897,Midnight Queen,2019-09-04 18:10,Nickelback,Midnight Queen,194746,2019-09-04 18:10:00,0.494,0.972,1,-2.789,1,0.142,1.48e-05,0.031,0.183,0.618,159.981,audio_features,7dmlNBKi70BPZCTdyIsNww,spotify:track:7dmlNBKi70BPZCTdyIsNww,https://api.spotify.com/v1/tracks/7dmlNBKi70BPZCTdyIsNww,https://api.spotify.com/v1/audio-analysis/7dmlNBKi70BPZCTdyIsNww,194747,4
4898,フィクサー,2019-09-04 18:14,SymaG,フィクサー,245906,2019-09-04 18:14:00,0.656,0.918,11,-4.051,0,0.089,0.167,1.97e-06,0.333,0.689,134.962,audio_features,2DYupgAcdomatly7Lhw8zv,spotify:track:2DYupgAcdomatly7Lhw8zv,https://api.spotify.com/v1/tracks/2DYupgAcdomatly7Lhw8zv,https://api.spotify.com/v1/audio-analysis/2DYupgAcdomatly7Lhw8zv,247111,4
4899,Revolution,2019-09-04 18:17,BRADIO,Revolution,180779,2019-09-04 18:17:00,0.574,0.833,8,-6.239,0,0.0563,0.0611,0.0,0.105,0.574,86.008,audio_features,7Fv8Qp3tTSbSS2VjryUF7L,spotify:track:7Fv8Qp3tTSbSS2VjryUF7L,https://api.spotify.com/v1/tracks/7Fv8Qp3tTSbSS2VjryUF7L,https://api.spotify.com/v1/audio-analysis/7Fv8Qp3tTSbSS2VjryUF7L,231987,4
4900,残酷な天使のテーゼ,2019-09-04 18:21,MANDY B.BLUE,残酷な天使のテーゼ,244803,2019-09-04 18:21:00,0.594,0.909,0,-3.436,0,0.111,0.198,1.2e-05,0.104,0.523,128.03,audio_features,3IPGaUbYVhe9qA2bQjiiTe,spotify:track:3IPGaUbYVhe9qA2bQjiiTe,https://api.spotify.com/v1/tracks/3IPGaUbYVhe9qA2bQjiiTe,https://api.spotify.com/v1/audio-analysis/3IPGaUbYVhe9qA2bQjiiTe,245573,4
4901,"Core Pride (From ""Ao no Exorcist"")",2019-09-04 18:25,PelleK,"Core Pride (From ""Ao no Exorcist"")",259459,2019-09-04 18:25:00,0.534,0.955,2,-5.164,0,0.164,0.00125,4.89e-06,0.102,0.323,92.545,audio_features,6GWOVBVL74X89FxhuQooo9,spotify:track:6GWOVBVL74X89FxhuQooo9,https://api.spotify.com/v1/tracks/6GWOVBVL74X89FxhuQooo9,https://api.spotify.com/v1/audio-analysis/6GWOVBVL74X89FxhuQooo9,259459,4
4902,TOKYO GENOCIDE CITY,2019-09-04 18:29,Kobasolo,TOKYO GENOCIDE CITY,215306,2019-09-04 18:29:00,0.59,0.641,8,-4.484,0,0.188,0.0184,1.84e-06,0.165,0.93,207.927,audio_features,12FjqNa0v9JORMdQQrRCh5,spotify:track:12FjqNa0v9JORMdQQrRCh5,https://api.spotify.com/v1/tracks/12FjqNa0v9JORMdQQrRCh5,https://api.spotify.com/v1/audio-analysis/12FjqNa0v9JORMdQQrRCh5,218787,4
4903,Next In Line,2019-09-04 18:33,WALK THE MOON,Next In Line,237706,2019-09-04 18:33:00,0.538,0.816,9,-6.722,1,0.0787,0.00014,4.38e-06,0.374,0.407,129.968,audio_features,2RSVYvx9kGLbyyJ4bmRMbc,spotify:track:2RSVYvx9kGLbyyJ4bmRMbc,https://api.spotify.com/v1/tracks/2RSVYvx9kGLbyyJ4bmRMbc,https://api.spotify.com/v1/audio-analysis/2RSVYvx9kGLbyyJ4bmRMbc,239707,4
4904,Jenny,2019-09-04 18:37,WALK THE MOON,Jenny,244080,2019-09-04 18:37:00,0.844,0.754,6,-5.46,1,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,audio_features,4ZOyH6KjomjlqCz3oFqglr,spotify:track:4ZOyH6KjomjlqCz3oFqglr,https://api.spotify.com/v1/tracks/4ZOyH6KjomjlqCz3oFqglr,https://api.spotify.com/v1/audio-analysis/4ZOyH6KjomjlqCz3oFqglr,187840,4
4905,Brand New World,2019-09-04 18:41,D-51,Brand New World,258440,2019-09-04 18:41:00,0.568,0.98,1,-4.368,1,0.151,0.00131,1.4e-06,0.436,0.65,160.1,audio_features,1mV4Ti0I8kZF3Dd72qPEW5,spotify:track:1mV4Ti0I8kZF3Dd72qPEW5,https://api.spotify.com/v1/tracks/1mV4Ti0I8kZF3Dd72qPEW5,https://api.spotify.com/v1/audio-analysis/1mV4Ti0I8kZF3Dd72qPEW5,258440,4
4906,FLY HIGH!!,2019-09-04 18:43,BURNOUT SYNDROMES,FLY HIGH!!,122684,2019-09-04 18:43:00,0.468,0.961,11,-1.434,1,0.0727,0.0133,0.0,0.331,0.354,94.646,audio_features,1y3Ml1b1c4v3ZdpbWLKD1F,spotify:track:1y3Ml1b1c4v3ZdpbWLKD1F,https://api.spotify.com/v1/tracks/1y3Ml1b1c4v3ZdpbWLKD1F,https://api.spotify.com/v1/audio-analysis/1y3Ml1b1c4v3ZdpbWLKD1F,244493,4
4907,GONG,2019-09-04 18:43,WANIMA,GONG,5493,2019-09-04 18:43:00,0.653,0.279,8,-13.593,0,0.0661,0.476,0.932,0.106,0.916,170.276,audio_features,2U6s0K0J5tEXtNHsO2xOt8,spotify:track:2U6s0K0J5tEXtNHsO2xOt8,https://api.spotify.com/v1/tracks/2U6s0K0J5tEXtNHsO2xOt8,https://api.spotify.com/v1/audio-analysis/2U6s0K0J5tEXtNHsO2xOt8,91765,4
4908,After Dark,2019-09-04 18:44,ASIAN KUNG-FU GENERATION,After Dark,1909,2019-09-04 18:44:00,0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,audio_features,2LKOHdMsL0K9KwcPRlJK2v,spotify:track:2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/tracks/2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/audio-analysis/2LKOHdMsL0K9KwcPRlJK2v,259147,4
4909,GONG,2019-09-04 18:48,WANIMA,GONG,269947,2019-09-04 18:48:00,0.653,0.279,8,-13.593,0,0.0661,0.476,0.932,0.106,0.916,170.276,audio_features,2U6s0K0J5tEXtNHsO2xOt8,spotify:track:2U6s0K0J5tEXtNHsO2xOt8,https://api.spotify.com/v1/tracks/2U6s0K0J5tEXtNHsO2xOt8,https://api.spotify.com/v1/audio-analysis/2U6s0K0J5tEXtNHsO2xOt8,91765,4
4910,After Dark,2019-09-04 18:48,ASIAN KUNG-FU GENERATION,After Dark,7803,2019-09-04 18:48:00,0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,audio_features,2LKOHdMsL0K9KwcPRlJK2v,spotify:track:2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/tracks/2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/audio-analysis/2LKOHdMsL0K9KwcPRlJK2v,259147,4
4911,Invincible,2019-09-04 18:48,Adelitas Way,Invincible,2410,2019-09-04 18:48:00,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,audio_features,792HwhrdO3ErRKL5yRe4Ge,spotify:track:792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/tracks/792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/audio-analysis/792HwhrdO3ErRKL5yRe4Ge,127547,4
4912,DOWN BY LAW,2019-09-04 19:07,THE RAMPAGE from EXILE TRIBE,DOWN BY LAW,160757,2019-09-04 19:07:00,0.752,0.924,4,-2.702,0,0.0838,0.0189,0.0,0.0598,0.786,119.996,audio_features,5YkOuhqiQWvcTk2kvyver4,spotify:track:5YkOuhqiQWvcTk2kvyver4,https://api.spotify.com/v1/tracks/5YkOuhqiQWvcTk2kvyver4,https://api.spotify.com/v1/audio-analysis/5YkOuhqiQWvcTk2kvyver4,201733,4
4913,DOWN BY LAW,2019-09-05 03:28,THE RAMPAGE from EXILE TRIBE,DOWN BY LAW,204213,2019-09-05 03:28:00,0.752,0.924,4,-2.702,0,0.0838,0.0189,0.0,0.0598,0.786,119.996,audio_features,5YkOuhqiQWvcTk2kvyver4,spotify:track:5YkOuhqiQWvcTk2kvyver4,https://api.spotify.com/v1/tracks/5YkOuhqiQWvcTk2kvyver4,https://api.spotify.com/v1/audio-analysis/5YkOuhqiQWvcTk2kvyver4,201733,4
4914,Golden Time,2019-09-05 03:31,Fujifabric,Golden Time,189320,2019-09-05 03:31:00,0.389,0.866,1,-3.538,0,0.052,0.00111,0.00012,0.157,0.804,179.778,audio_features,7ICTkqTD0ruAm9qApQosJh,spotify:track:7ICTkqTD0ruAm9qApQosJh,https://api.spotify.com/v1/tracks/7ICTkqTD0ruAm9qApQosJh,https://api.spotify.com/v1/audio-analysis/7ICTkqTD0ruAm9qApQosJh,189320,4
4915,インフェルノ,2019-09-05 03:34,Mrs. GREEN APPLE,インフェルノ,212546,2019-09-05 03:34:00,0.529,0.931,4,-1.538,1,0.0581,0.00955,0.0,0.465,0.695,92.466,audio_features,64yajM6CxtLghmgB53VeXT,spotify:track:64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/tracks/64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/audio-analysis/64yajM6CxtLghmgB53VeXT,212547,4
4916,Blizzard,2019-09-05 03:40,Daichi Miura,Blizzard,310666,2019-09-05 03:40:00,0.64,0.785,1,-4.111,1,0.0448,0.025,0.000147,0.105,0.353,140.016,audio_features,7b740cSOAeaW9SWiD1G823,spotify:track:7b740cSOAeaW9SWiD1G823,https://api.spotify.com/v1/tracks/7b740cSOAeaW9SWiD1G823,https://api.spotify.com/v1/audio-analysis/7b740cSOAeaW9SWiD1G823,310666,4
4917,Peace Sign,2019-09-05 03:43,Kenshi Yonezu,Peace Sign,238533,2019-09-05 03:43:00,0.593,0.935,10,-3.853,0,0.0684,0.00221,0.0,0.315,0.618,100.003,audio_features,5aHfGUxRec6c41luxkDqhX,spotify:track:5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/tracks/5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/audio-analysis/5aHfGUxRec6c41luxkDqhX,238533,4
4918,"Core Pride (From ""Ao no Exorcist"")",2019-09-05 03:48,PelleK,"Core Pride (From ""Ao no Exorcist"")",259459,2019-09-05 03:48:00,0.534,0.955,2,-5.164,0,0.164,0.00125,4.89e-06,0.102,0.323,92.545,audio_features,6GWOVBVL74X89FxhuQooo9,spotify:track:6GWOVBVL74X89FxhuQooo9,https://api.spotify.com/v1/tracks/6GWOVBVL74X89FxhuQooo9,https://api.spotify.com/v1/audio-analysis/6GWOVBVL74X89FxhuQooo9,259459,4
4919,FLY HIGH!!,2019-09-05 03:52,BURNOUT SYNDROMES,FLY HIGH!!,244493,2019-09-05 03:52:00,0.468,0.961,11,-1.434,1,0.0727,0.0133,0.0,0.331,0.354,94.646,audio_features,1y3Ml1b1c4v3ZdpbWLKD1F,spotify:track:1y3Ml1b1c4v3ZdpbWLKD1F,https://api.spotify.com/v1/tracks/1y3Ml1b1c4v3ZdpbWLKD1F,https://api.spotify.com/v1/audio-analysis/1y3Ml1b1c4v3ZdpbWLKD1F,244493,4
4920,TOKYO GENOCIDE CITY,2019-09-05 03:55,Kobasolo,TOKYO GENOCIDE CITY,215306,2019-09-05 03:55:00,0.59,0.641,8,-4.484,0,0.188,0.0184,1.84e-06,0.165,0.93,207.927,audio_features,12FjqNa0v9JORMdQQrRCh5,spotify:track:12FjqNa0v9JORMdQQrRCh5,https://api.spotify.com/v1/tracks/12FjqNa0v9JORMdQQrRCh5,https://api.spotify.com/v1/audio-analysis/12FjqNa0v9JORMdQQrRCh5,218787,4
4921,残酷な天使のテーゼ,2019-09-05 04:00,MANDY B.BLUE,残酷な天使のテーゼ,244803,2019-09-05 04:00:00,0.594,0.909,0,-3.436,0,0.111,0.198,1.2e-05,0.104,0.523,128.03,audio_features,3IPGaUbYVhe9qA2bQjiiTe,spotify:track:3IPGaUbYVhe9qA2bQjiiTe,https://api.spotify.com/v1/tracks/3IPGaUbYVhe9qA2bQjiiTe,https://api.spotify.com/v1/audio-analysis/3IPGaUbYVhe9qA2bQjiiTe,245573,4
4922,フィクサー,2019-09-05 04:04,SymaG,フィクサー,245906,2019-09-05 04:04:00,0.656,0.918,11,-4.051,0,0.089,0.167,1.97e-06,0.333,0.689,134.962,audio_features,2DYupgAcdomatly7Lhw8zv,spotify:track:2DYupgAcdomatly7Lhw8zv,https://api.spotify.com/v1/tracks/2DYupgAcdomatly7Lhw8zv,https://api.spotify.com/v1/audio-analysis/2DYupgAcdomatly7Lhw8zv,247111,4
4923,Something in Your Mouth,2019-09-05 04:07,Nickelback,Something in Your Mouth,219253,2019-09-05 04:07:00,0.663,0.977,0,-3.024,1,0.0575,0.00137,1.77e-05,0.173,0.746,129.975,audio_features,6wO0vMRAJB0r1lEWBJZNOq,spotify:track:6wO0vMRAJB0r1lEWBJZNOq,https://api.spotify.com/v1/tracks/6wO0vMRAJB0r1lEWBJZNOq,https://api.spotify.com/v1/audio-analysis/6wO0vMRAJB0r1lEWBJZNOq,219253,4
4924,After Dark,2019-09-05 04:11,ASIAN KUNG-FU GENERATION,After Dark,192026,2019-09-05 04:11:00,0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,audio_features,2LKOHdMsL0K9KwcPRlJK2v,spotify:track:2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/tracks/2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/audio-analysis/2LKOHdMsL0K9KwcPRlJK2v,259147,4
4925,Revolution,2019-09-05 04:14,BRADIO,Revolution,180779,2019-09-05 04:14:00,0.574,0.833,8,-6.239,0,0.0563,0.0611,0.0,0.105,0.574,86.008,audio_features,7Fv8Qp3tTSbSS2VjryUF7L,spotify:track:7Fv8Qp3tTSbSS2VjryUF7L,https://api.spotify.com/v1/tracks/7Fv8Qp3tTSbSS2VjryUF7L,https://api.spotify.com/v1/audio-analysis/7Fv8Qp3tTSbSS2VjryUF7L,231987,4
4926,アウトサイダー,2019-09-05 04:17,SymaG,アウトサイダー,207600,2019-09-05 04:17:00,0.526,0.885,6,-2.189,0,0.0654,0.017,0.0,0.146,0.848,171.927,audio_features,4cecxfR44krxQZ527CVGJ1,spotify:track:4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/tracks/4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/audio-analysis/4cecxfR44krxQZ527CVGJ1,207647,4
4927,GONG,2019-09-05 04:22,WANIMA,GONG,269947,2019-09-05 04:22:00,0.653,0.279,8,-13.593,0,0.0661,0.476,0.932,0.106,0.916,170.276,audio_features,2U6s0K0J5tEXtNHsO2xOt8,spotify:track:2U6s0K0J5tEXtNHsO2xOt8,https://api.spotify.com/v1/tracks/2U6s0K0J5tEXtNHsO2xOt8,https://api.spotify.com/v1/audio-analysis/2U6s0K0J5tEXtNHsO2xOt8,91765,4
4928,Midnight Queen,2019-09-05 04:25,Nickelback,Midnight Queen,194746,2019-09-05 04:25:00,0.494,0.972,1,-2.789,1,0.142,1.48e-05,0.031,0.183,0.618,159.981,audio_features,7dmlNBKi70BPZCTdyIsNww,spotify:track:7dmlNBKi70BPZCTdyIsNww,https://api.spotify.com/v1/tracks/7dmlNBKi70BPZCTdyIsNww,https://api.spotify.com/v1/audio-analysis/7dmlNBKi70BPZCTdyIsNww,194747,4
4929,Jenny,2019-09-05 04:29,WALK THE MOON,Jenny,244080,2019-09-05 04:29:00,0.844,0.754,6,-5.46,1,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,audio_features,4ZOyH6KjomjlqCz3oFqglr,spotify:track:4ZOyH6KjomjlqCz3oFqglr,https://api.spotify.com/v1/tracks/4ZOyH6KjomjlqCz3oFqglr,https://api.spotify.com/v1/audio-analysis/4ZOyH6KjomjlqCz3oFqglr,187840,4
4930,Brand New World,2019-09-05 04:33,D-51,Brand New World,258440,2019-09-05 04:33:00,0.568,0.98,1,-4.368,1,0.151,0.00131,1.4e-06,0.436,0.65,160.1,audio_features,1mV4Ti0I8kZF3Dd72qPEW5,spotify:track:1mV4Ti0I8kZF3Dd72qPEW5,https://api.spotify.com/v1/tracks/1mV4Ti0I8kZF3Dd72qPEW5,https://api.spotify.com/v1/audio-analysis/1mV4Ti0I8kZF3Dd72qPEW5,258440,4
4931,Next In Line,2019-09-05 04:37,WALK THE MOON,Next In Line,237706,2019-09-05 04:37:00,0.538,0.816,9,-6.722,1,0.0787,0.00014,4.38e-06,0.374,0.407,129.968,audio_features,2RSVYvx9kGLbyyJ4bmRMbc,spotify:track:2RSVYvx9kGLbyyJ4bmRMbc,https://api.spotify.com/v1/tracks/2RSVYvx9kGLbyyJ4bmRMbc,https://api.spotify.com/v1/audio-analysis/2RSVYvx9kGLbyyJ4bmRMbc,239707,4
4932,Invincible,2019-09-05 05:00,Adelitas Way,Invincible,66455,2019-09-05 05:00:00,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,audio_features,792HwhrdO3ErRKL5yRe4Ge,spotify:track:792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/tracks/792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/audio-analysis/792HwhrdO3ErRKL5yRe4Ge,127547,4
4933,アウトサイダー,2019-09-05 05:01,SymaG,アウトサイダー,3192,2019-09-05 05:01:00,0.526,0.885,6,-2.189,0,0.0654,0.017,0.0,0.146,0.848,171.927,audio_features,4cecxfR44krxQZ527CVGJ1,spotify:track:4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/tracks/4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/audio-analysis/4cecxfR44krxQZ527CVGJ1,207647,4
4934,Invincible,2019-09-05 05:01,Adelitas Way,Invincible,0,2019-09-05 05:01:00,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,audio_features,792HwhrdO3ErRKL5yRe4Ge,spotify:track:792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/tracks/792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/audio-analysis/792HwhrdO3ErRKL5yRe4Ge,127547,4
4935,アウトサイダー,2019-09-05 05:04,SymaG,アウトサイダー,193802,2019-09-05 05:04:00,0.526,0.885,6,-2.189,0,0.0654,0.017,0.0,0.146,0.848,171.927,audio_features,4cecxfR44krxQZ527CVGJ1,spotify:track:4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/tracks/4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/audio-analysis/4cecxfR44krxQZ527CVGJ1,207647,4
4936,Invincible,2019-09-05 05:07,Adelitas Way,Invincible,190133,2019-09-05 05:07:00,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,audio_features,792HwhrdO3ErRKL5yRe4Ge,spotify:track:792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/tracks/792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/audio-analysis/792HwhrdO3ErRKL5yRe4Ge,127547,4
4937,Peace Sign,2019-09-05 05:11,Kenshi Yonezu,Peace Sign,238533,2019-09-05 05:11:00,0.593,0.935,10,-3.853,0,0.0684,0.00221,0.0,0.315,0.618,100.003,audio_features,5aHfGUxRec6c41luxkDqhX,spotify:track:5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/tracks/5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/audio-analysis/5aHfGUxRec6c41luxkDqhX,238533,4
4938,DOWN BY LAW,2019-09-05 05:15,THE RAMPAGE from EXILE TRIBE,DOWN BY LAW,201733,2019-09-05 05:15:00,0.752,0.924,4,-2.702,0,0.0838,0.0189,0.0,0.0598,0.786,119.996,audio_features,5YkOuhqiQWvcTk2kvyver4,spotify:track:5YkOuhqiQWvcTk2kvyver4,https://api.spotify.com/v1/tracks/5YkOuhqiQWvcTk2kvyver4,https://api.spotify.com/v1/audio-analysis/5YkOuhqiQWvcTk2kvyver4,201733,4
4939,インフェルノ,2019-09-05 05:18,Mrs. GREEN APPLE,インフェルノ,212546,2019-09-05 05:18:00,0.529,0.931,4,-1.538,1,0.0581,0.00955,0.0,0.465,0.695,92.466,audio_features,64yajM6CxtLghmgB53VeXT,spotify:track:64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/tracks/64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/audio-analysis/64yajM6CxtLghmgB53VeXT,212547,4
4940,Next In Line,2019-09-05 05:20,WALK THE MOON,Next In Line,88886,2019-09-05 05:20:00,0.538,0.816,9,-6.722,1,0.0787,0.00014,4.38e-06,0.374,0.407,129.968,audio_features,2RSVYvx9kGLbyyJ4bmRMbc,spotify:track:2RSVYvx9kGLbyyJ4bmRMbc,https://api.spotify.com/v1/tracks/2RSVYvx9kGLbyyJ4bmRMbc,https://api.spotify.com/v1/audio-analysis/2RSVYvx9kGLbyyJ4bmRMbc,239707,4
4941,インフェルノ,2019-09-05 12:20,Mrs. GREEN APPLE,インフェルノ,766,2019-09-05 12:20:00,0.529,0.931,4,-1.538,1,0.0581,0.00955,0.0,0.465,0.695,92.466,audio_features,64yajM6CxtLghmgB53VeXT,spotify:track:64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/tracks/64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/audio-analysis/64yajM6CxtLghmgB53VeXT,212547,4
4942,Next In Line,2019-09-05 12:20,WALK THE MOON,Next In Line,2647,2019-09-05 12:20:00,0.538,0.816,9,-6.722,1,0.0787,0.00014,4.38e-06,0.374,0.407,129.968,audio_features,2RSVYvx9kGLbyyJ4bmRMbc,spotify:track:2RSVYvx9kGLbyyJ4bmRMbc,https://api.spotify.com/v1/tracks/2RSVYvx9kGLbyyJ4bmRMbc,https://api.spotify.com/v1/audio-analysis/2RSVYvx9kGLbyyJ4bmRMbc,239707,4
4943,DOWN BY LAW,2019-09-05 12:24,THE RAMPAGE from EXILE TRIBE,DOWN BY LAW,201733,2019-09-05 12:24:00,0.752,0.924,4,-2.702,0,0.0838,0.0189,0.0,0.0598,0.786,119.996,audio_features,5YkOuhqiQWvcTk2kvyver4,spotify:track:5YkOuhqiQWvcTk2kvyver4,https://api.spotify.com/v1/tracks/5YkOuhqiQWvcTk2kvyver4,https://api.spotify.com/v1/audio-analysis/5YkOuhqiQWvcTk2kvyver4,201733,4
4944,インフェルノ,2019-09-05 12:27,Mrs. GREEN APPLE,インフェルノ,212546,2019-09-05 12:27:00,0.529,0.931,4,-1.538,1,0.0581,0.00955,0.0,0.465,0.695,92.466,audio_features,64yajM6CxtLghmgB53VeXT,spotify:track:64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/tracks/64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/audio-analysis/64yajM6CxtLghmgB53VeXT,212547,4
4945,Next In Line,2019-09-05 12:31,WALK THE MOON,Next In Line,237706,2019-09-05 12:31:00,0.538,0.816,9,-6.722,1,0.0787,0.00014,4.38e-06,0.374,0.407,129.968,audio_features,2RSVYvx9kGLbyyJ4bmRMbc,spotify:track:2RSVYvx9kGLbyyJ4bmRMbc,https://api.spotify.com/v1/tracks/2RSVYvx9kGLbyyJ4bmRMbc,https://api.spotify.com/v1/audio-analysis/2RSVYvx9kGLbyyJ4bmRMbc,239707,4
4946,Brand New World,2019-09-05 12:35,D-51,Brand New World,232772,2019-09-05 12:35:00,0.568,0.98,1,-4.368,1,0.151,0.00131,1.4e-06,0.436,0.65,160.1,audio_features,1mV4Ti0I8kZF3Dd72qPEW5,spotify:track:1mV4Ti0I8kZF3Dd72qPEW5,https://api.spotify.com/v1/tracks/1mV4Ti0I8kZF3Dd72qPEW5,https://api.spotify.com/v1/audio-analysis/1mV4Ti0I8kZF3Dd72qPEW5,258440,4
4947,TOKYO GENOCIDE CITY,2019-09-05 12:36,Kobasolo,TOKYO GENOCIDE CITY,69845,2019-09-05 12:36:00,0.59,0.641,8,-4.484,0,0.188,0.0184,1.84e-06,0.165,0.93,207.927,audio_features,12FjqNa0v9JORMdQQrRCh5,spotify:track:12FjqNa0v9JORMdQQrRCh5,https://api.spotify.com/v1/tracks/12FjqNa0v9JORMdQQrRCh5,https://api.spotify.com/v1/audio-analysis/12FjqNa0v9JORMdQQrRCh5,218787,4
4948,FLY HIGH!!,2019-09-05 12:37,BURNOUT SYNDROMES,FLY HIGH!!,2832,2019-09-05 12:37:00,0.468,0.961,11,-1.434,1,0.0727,0.0133,0.0,0.331,0.354,94.646,audio_features,1y3Ml1b1c4v3ZdpbWLKD1F,spotify:track:1y3Ml1b1c4v3ZdpbWLKD1F,https://api.spotify.com/v1/tracks/1y3Ml1b1c4v3ZdpbWLKD1F,https://api.spotify.com/v1/audio-analysis/1y3Ml1b1c4v3ZdpbWLKD1F,244493,4
4949,GONG,2019-09-05 12:37,WANIMA,GONG,7221,2019-09-05 12:37:00,0.653,0.279,8,-13.593,0,0.0661,0.476,0.932,0.106,0.916,170.276,audio_features,2U6s0K0J5tEXtNHsO2xOt8,spotify:track:2U6s0K0J5tEXtNHsO2xOt8,https://api.spotify.com/v1/tracks/2U6s0K0J5tEXtNHsO2xOt8,https://api.spotify.com/v1/audio-analysis/2U6s0K0J5tEXtNHsO2xOt8,91765,4
4950,"Core Pride (From ""Ao no Exorcist"")",2019-09-05 12:37,PelleK,"Core Pride (From ""Ao no Exorcist"")",1114,2019-09-05 12:37:00,0.534,0.955,2,-5.164,0,0.164,0.00125,4.89e-06,0.102,0.323,92.545,audio_features,6GWOVBVL74X89FxhuQooo9,spotify:track:6GWOVBVL74X89FxhuQooo9,https://api.spotify.com/v1/tracks/6GWOVBVL74X89FxhuQooo9,https://api.spotify.com/v1/audio-analysis/6GWOVBVL74X89FxhuQooo9,259459,4
