,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
3355,Over the Top (One Piece),2019-08-11 18:12,Miura Jam,Over the Top (One Piece),127150,2019-08-11 18:12:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3356,Over the Top (One Piece),2019-08-11 18:14,Miura Jam,Over the Top (One Piece),127150,2019-08-11 18:14:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3357,Over the Top (One Piece),2019-08-11 18:16,Miura Jam,Over the Top (One Piece),127150,2019-08-11 18:16:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3358,Over the Top (One Piece),2019-08-11 18:18,Miura Jam,Over the Top (One Piece),127150,2019-08-11 18:18:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3359,Over the Top (One Piece),2019-08-11 18:20,Miura Jam,Over the Top (One Piece),127150,2019-08-11 18:20:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3360,Over the Top (One Piece),2019-08-11 18:22,Miura Jam,Over the Top (One Piece),127150,2019-08-11 18:22:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3361,Over the Top (One Piece),2019-08-11 18:23,Miura Jam,Over the Top (One Piece),52200,2019-08-11 18:23:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3362,Over the Top (One Piece),2019-08-11 22:53,Miura Jam,Over the Top (One Piece),74947,2019-08-11 22:53:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3363,Over the Top (One Piece),2019-08-11 22:59,Miura Jam,Over the Top (One Piece),230095,2019-08-11 22:59:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3364,Over the Top (One Piece),2019-08-11 23:01,Miura Jam,Over the Top (One Piece),127150,2019-08-11 23:01:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3365,Over the Top (One Piece),2019-08-11 23:04,Miura Jam,Over the Top (One Piece),127150,2019-08-11 23:04:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3366,Over the Top (One Piece),2019-08-11 23:06,Miura Jam,Over the Top (One Piece),127150,2019-08-11 23:06:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3367,Over the Top (One Piece),2019-08-11 23:08,Miura Jam,Over the Top (One Piece),127150,2019-08-11 23:08:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3368,Over the Top (One Piece),2019-08-11 23:10,Miura Jam,Over the Top (One Piece),127150,2019-08-11 23:10:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3369,Over the Top (One Piece),2019-08-11 23:11,Miura Jam,Over the Top (One Piece),43437,2019-08-11 23:11:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3370,Over the Top (One Piece),2019-08-12 01:24,Miura Jam,Over the Top (One Piece),83699,2019-08-12 01:24:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3371,Over the Top (One Piece),2019-08-12 01:26,Miura Jam,Over the Top (One Piece),127150,2019-08-12 01:26:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3372,Over the Top (One Piece),2019-08-12 01:28,Miura Jam,Over the Top (One Piece),127150,2019-08-12 01:28:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3373,Over the Top (One Piece),2019-08-12 01:30,Miura Jam,Over the Top (One Piece),127150,2019-08-12 01:30:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3374,Over the Top (One Piece),2019-08-12 01:33,Miura Jam,Over the Top (One Piece),127150,2019-08-12 01:33:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3375,Over the Top (One Piece),2019-08-12 01:35,Miura Jam,Over the Top (One Piece),127150,2019-08-12 01:35:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3376,Over the Top (One Piece),2019-08-12 04:00,Miura Jam,Over the Top (One Piece),127150,2019-08-12 04:00:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3377,Over the Top (One Piece),2019-08-12 04:02,Miura Jam,Over the Top (One Piece),127150,2019-08-12 04:02:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3378,Over the Top (One Piece),2019-08-12 04:05,Miura Jam,Over the Top (One Piece),127150,2019-08-12 04:05:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3379,Over the Top (One Piece),2019-08-12 04:07,Miura Jam,Over the Top (One Piece),127150,2019-08-12 04:07:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3380,Over the Top (One Piece),2019-08-12 04:09,Miura Jam,Over the Top (One Piece),127150,2019-08-12 04:09:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3381,Over the Top (One Piece),2019-08-12 04:16,Miura Jam,Over the Top (One Piece),127150,2019-08-12 04:16:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3382,Over the Top (One Piece),2019-08-12 04:18,Miura Jam,Over the Top (One Piece),127150,2019-08-12 04:18:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3383,Over the Top (One Piece),2019-08-12 05:20,Miura Jam,Over the Top (One Piece),127150,2019-08-12 05:20:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3384,Over the Top (One Piece),2019-08-12 05:22,Miura Jam,Over the Top (One Piece),127150,2019-08-12 05:22:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3385,Over the Top (One Piece),2019-08-12 05:23,Miura Jam,Over the Top (One Piece),62831,2019-08-12 05:23:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3386,Over the Top (One Piece),2019-08-12 15:13,Miura Jam,Over the Top (One Piece),64317,2019-08-12 15:13:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3387,Over the Top (One Piece),2019-08-12 15:15,Miura Jam,Over the Top (One Piece),127150,2019-08-12 15:15:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3388,Over the Top (One Piece),2019-08-12 15:17,Miura Jam,Over the Top (One Piece),127150,2019-08-12 15:17:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3389,Over the Top (One Piece),2019-08-12 15:19,Miura Jam,Over the Top (One Piece),127150,2019-08-12 15:19:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3390,Over the Top (One Piece),2019-08-12 15:21,Miura Jam,Over the Top (One Piece),127150,2019-08-12 15:21:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3391,Over the Top (One Piece),2019-08-12 15:24,Miura Jam,Over the Top (One Piece),127150,2019-08-12 15:24:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
3392,Over the Top (One Piece),2019-08-12 15:26,Miura Jam,Over the Top (One Piece),127150,2019-08-12 15:26:00,0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0.0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
